RequestId,Company Name,Security Name,Asset Class,Inception Date,Return Since Inception
1622,iPath Pure Beta Sugar ETN,iPath Pure Beta Sugar ETN,,2022-11-15,
1623,,"Lydall, Inc. Common Stock",Domestic Equity,2019-12-04,0.2006680227538571
1624,"Alpha Pro Tech, Ltd. Common Stock","Alpha Pro Tech, Ltd. Common Stock",,2009-07-17,0.12200124468842707
1625,Life Time Fitness Common Stock,Life Time Fitness Common Stock,,2016-06-20,-0.22445058639009385
1626,Evercore Partners Inc Class A Common Stock,Evercore Partners Inc Class A Common Stock,Domestic Equity,2010-01-25,-0.3300810533517668
1627,King Digital Entertainment plc Ordinary Share,King Digital Entertainment plc Ordinary Share,Domestic Equity,2023-02-16,-0.1360038706259247
1628,PIMCO Total Return Active Exchange,PIMCO Total Return Active Exchange-Traded Fund,ETF,2009-01-24,0.024340118224816448
1629,Sandstorm Gold Ltd. Ordinary Shares (Canada),Sandstorm Gold Ltd. Ordinary Shares (Canada),International Equity,2008-08-06,
1630,"MFA Financial, Inc.","MFA Financial, Inc.",Domestic Equity,2011-07-18,
1631,"AAC Holdings, Inc. Common Stock","AAC Holdings, Inc. Common Stock",Domestic Equity,2021-04-05,-0.3624319951323594
1632,Arcos Dorados Holdings Inc. Class A Shares,Arcos Dorados Holdings Inc. Class A Shares,Domestic Equity,2004-03-07,-0.3093909395463733
1633,"GAMCO Global Gold, Natural Resources & Income Trust","GAMCO Global Gold, Natural Resources & Income Trust",,2021-08-30,
1634,Cousins Properties Incorporated Common Stock,Cousins Properties Incorporated Common Stock,International Equity,,-0.12367449127982903
1635,SPDR S&P Emerging Markets Small Cap ETF,SPDR S&P Emerging Markets Small Cap ETF,ETF,2012-11-04,0.12468326452575977
1636,SPDR S&P International Energy Sector ETF,SPDR S&P International Energy Sector ETF,ETF,,0.1991291142563187
1637,Central Pacific Financial Corp New,Central Pacific Financial Corp New,,,-0.08932485439737949
1638,"Aberdeen Greater China Fund, Inc. Common Stock","Aberdeen Greater China Fund, Inc. Common Stock",Domestic Equity,2010-12-08,0.3477682987036454
1639,,Humana Inc. Common Stock,Domestic Equity,2012-07-13,-0.19015003620808493
1640,Camden Property Trust Common Stock,Camden Property Trust Common Stock,,2008-02-19,-0.0654186211183749
1641,"Aktiebolaget Svensk Exportkredit (Swed Ex Cred Corp) Elements (SM) Linked to the SPECTRUM Large Cap U.S. Sector Momentum Index developed by BNP Paribas due August 8, 2022, Medium","Aktiebolaget Svensk Exportkredit (Swed Ex Cred Corp) Elements (SM) Linked to the SPECTRUM Large Cap U.S. Sector Momentum Index developed by BNP Paribas due August 8, 2022, Medium-Term Notes, Series D",International Equity,2007-01-31,-0.01235063458919023
1642,Reaves Utility Income Fund Common Shares of Beneficial Interest,Reaves Utility Income Fund Common Shares of Beneficial Interest,Domestic Equity,2015-02-14,-0.029142013284493055
1643,Deutsche X,Deutsche X-trackers MSCI EMU Hedged Equity ETF,ETF,,-0.09173029783335566
1644,,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing 2 ordinary shares",International Equity,2012-08-09,
1645,"Sequans Communications S.A. American Depositary Shares, each representing one Ordinary Share","Sequans Communications S.A. American Depositary Shares, each representing one Ordinary Share",International Equity,2015-01-09,-0.1835448871659766
1646,Denison Mines Corp Ordinary Shares (Canada),Denison Mines Corp Ordinary Shares (Canada),International Equity,,0.07710007471899719
1647,"The Rubicon Project, Inc. Common Stock","The Rubicon Project, Inc. Common Stock",International Equity,2006-03-17,0.31357029156026617
1648,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,Domestic Equity,2001-02-19,0.08226215321881673
1649,Monsanto Company Common Stock,Monsanto Company Common Stock,Domestic Equity,2000-07-11,0.3444604735762611
1650,"Orient Paper, Inc. NEW Common Stock","Orient Paper, Inc. NEW Common Stock",International Equity,2002-03-05,
1651,ClearBridge Energy MLP Total Return Fund Inc. Common Stock,ClearBridge Energy MLP Total Return Fund Inc. Common Stock,Domestic Equity,2018-12-11,-0.09351261234647901
1652,Universal Technical Institute Inc Common Stock,Universal Technical Institute Inc Common Stock,International Equity,2009-07-19,-0.06330721177962877
1653,Gold Resource Corporation Common Stock,Gold Resource Corporation Common Stock,International Equity,2003-02-19,0.29172823750701943
1654,"Atlas Pipeline Partners, L.P. Common Units, No Par Value","Atlas Pipeline Partners, L.P. Common Units, No Par Value",,2001-04-30,0.34309058385624247
1655,"Banc of California, Inc. Common Stock","Banc of California, Inc. Common Stock",Domestic Equity,2018-05-11,-0.07484586350018096
1656,Dow Chemical Company (The) Common Stock,Dow Chemical Company (The) Common Stock,Domestic Equity,2009-07-29,-0.04607738781626895
1657,ProShares UltraShort Oil & Gas,ProShares UltraShort Oil & Gas,ETF,2023-02-16,-0.2816982037796552
1658,Columbia Large Cap Growth ETF,Columbia Large Cap Growth ETF,ETF,2014-03-03,0.08824702107475382
1659,,Canadian Natural Resources Limited Common Stock,International Equity,2009-12-21,0.004449160366852962
1660,FlexShares International Quality Dividend Defensive Index Fund,FlexShares International Quality Dividend Defensive Index Fund,ETF,2020-01-09,-0.10688964967549475
1661,WidePoint Corporation Common Stock,WidePoint Corporation Common Stock,,,0.496877654098287
1662,,"Rollins, Inc. Common Stock",International Equity,2016-08-30,0.4060208192167125
1663,,Coca Cola Femsa S.A.B. de C.V.  Common Stock,Domestic Equity,2019-12-14,
1664,"United States Brent Oil Fund, LP ETV","United States Brent Oil Fund, LP ETV",,2021-12-07,-0.061186058203193186
1665,Vanguard Consumer Discretion ETF ,Vanguard Consumer Discretion ETF - DNQ,ETF,2008-03-03,-0.4700523473669449
1666,Unit Corporation Common Stock,Unit Corporation Common Stock,Domestic Equity,2015-04-26,-0.2728093593119823
1667,United Technologies Corp Corp Unit,United Technologies Corp Corp Unit,International Equity,2002-06-14,-0.18335007107257714
1668,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,Domestic Equity,2008-09-13,-0.00017187418939532996
1669,,iShares Core S&P Total U.S. Stock Market ETF,ETF,2020-08-08,0.05308432938184798
1670,"Merrill Lynch & Co., Inc. Preferred Stock","Merrill Lynch & Co., Inc. Preferred Stock",Domestic Equity,2013-11-20,0.23806385952249715
1671,,Direxion Daily Basic Materials Bull 3X Shares,ETF,2002-10-20,-0.007404953255413541
1672,Ball Corporation Common Stock,Ball Corporation Common Stock,Domestic Equity,2021-11-29,-0.23638941893826254
1673,Direxion iBillionaire Index ETF,Direxion iBillionaire Index ETF,,2010-09-12,0.025033508375706226
1674,,Allegheny Technologies Incorporated Common Stock,Domestic Equity,2022-04-10,0.28854656697728853
1675,"LifeLock, Inc. Common Stock","LifeLock, Inc. Common Stock",Domestic Equity,2000-06-12,
1676,Eaton Vance Tax,Eaton Vance Tax-Advantaged Bond Common Shares of Beneficial Interest,International Equity,2011-01-19,0.38869509541155567
1677,Dover Downs Gaming & Entertainment Inc Common Stock,Dover Downs Gaming & Entertainment Inc Common Stock,International Equity,2020-12-01,0.10428161017483192
1678,iShares U.S. Basic Materials ETF,iShares U.S. Basic Materials ETF,ETF,2000-09-22,-0.06988817049061571
1679,Vanguard S&P Mid,Vanguard S&P Mid-Cap 400 Value ETF,ETF,2000-01-12,
1680,ProShares UltraShort MSCI EAFE,ProShares UltraShort MSCI EAFE,,2008-07-13,0.03039090439115589
1681,Horizons S&P 500 Covered Call,Horizons S&P 500 Covered Call,ETF,2021-11-17,0.45289158759924975
1682,DB Agriculture Double Long ETN DB Agriculture Double Long ETN,DB Agriculture Double Long ETN DB Agriculture Double Long ETN,International Equity,2020-11-15,-0.12065048874870432
1683,Vanguard Financials ETF ,Vanguard Financials ETF - DNQ,ETF,2010-10-22,0.34272093380555907
1684,iShares MSCI Italy Capped Index Fund,iShares MSCI Italy Capped Index Fund,,2003-10-18,-0.041098907006049866
1685,,W.P. Carey Inc. REIT,Domestic Equity,2013-08-26,0.1493348213352764
1686,Pitney Bowes Inc 6.70% Notes Due 2043,Pitney Bowes Inc 6.70% Notes Due 2043,Domestic Equity,2008-04-24,0.0248436927350009
1687,"HCI Group, Inc. Common Stock","HCI Group, Inc. Common Stock",,2003-05-24,-0.07417981917981775
1688,,"Xerium Technologies, Inc. New Common Stock",International Equity,2006-01-27,0.028153321542501518
1689,"Cementos Pacasmayo S.A.A. American Depositary Shares, each representing five Common Shares","Cementos Pacasmayo S.A.A. American Depositary Shares, each representing five Common Shares",Domestic Equity,2018-09-15,-0.06265573510761308
1690,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,,2009-12-08,0.20605446794244572
1691,,"Evertec, Inc. Common Stock",International Equity,2015-03-12,-0.23292401450436534
1692,iShares Microcap ETF,iShares Microcap ETF,ETF,2007-09-10,-0.09880050290703465
1693,iShares Treasury Floating Rate Bond ETF,iShares Treasury Floating Rate Bond ETF,ETF,,-0.12317499022770591
1694,Globant S.A. Common Shares,Globant S.A. Common Shares,International Equity,2000-03-06,0.01566200265865439
1695,Tri Continental Corporation Common Stock,Tri Continental Corporation Common Stock,International Equity,2011-10-04,-0.03839195038047792
1696,,Regency Centers Corporation Pfd Ser 7%,Domestic Equity,2012-10-30,-0.2160549421639287
1697,Market Vectors Vietnam ETF,Market Vectors Vietnam ETF,,2012-10-05,0.1675123360847691
1698,"Altria Group, Inc.","Altria Group, Inc.",International Equity,2019-04-04,0.03227722900754858
1699,"Cullen/Frost Bankers, Inc. Common Stock","Cullen/Frost Bankers, Inc. Common Stock",Domestic Equity,2006-08-19,-0.13911573684819015
1700,Public Storage Depositary Shares Representing 1/1000th Cumulative Preferred Shares Beneficial Interest Series X,Public Storage Depositary Shares Representing 1/1000th Cumulative Preferred Shares Beneficial Interest Series X,International Equity,2012-07-06,0.05519658563638126
1701,,Aberdeen Australia Equity Fund Inc Common Stock,International Equity,2022-10-11,0.1546737512119609
1702,Market Vectors Biotech ETF,Market Vectors Biotech ETF,ETF,2001-10-01,0.0962910928104451
1703,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,International Equity,2001-10-07,-0.1273951758797653
1704,"Actinium Pharmaceuticals, Inc. (Delaware) Common Stock","Actinium Pharmaceuticals, Inc. (Delaware) Common Stock",Domestic Equity,2020-07-10,-0.24746283431144267
1705,,Turkcell Iletisim Hizmetleri AS Common Stock,Domestic Equity,2015-10-08,-0.21149813789233352
1706,Deutsche X,Deutsche X-trackers MSCI Japan Hedged Equity ETF,,2006-12-30,-0.06170283311158642
1707,Horace Mann Educators Corporation Common Stock,Horace Mann Educators Corporation Common Stock,International Equity,2004-04-14,
1708,iShares MSCI United Kingdom ETF,iShares MSCI United Kingdom ETF,ETF,,-0.12917789582764372
1709,Sempra Energy Common Stock,Sempra Energy Common Stock,Domestic Equity,2006-09-12,-0.06586685816785351
1710,,"Asterias Biotherapeutics, Inc. Common Series A",International Equity,2008-03-21,0.28474710589615226
1711,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),International Equity,2002-09-28,0.23346205704046388
1712,Babson Capital Corporate Investors Common Stock,Babson Capital Corporate Investors Common Stock,Domestic Equity,2020-05-13,0.07328202936560387
1713,Apartment Investment and Management Company Class Z Cumulative Preferred Stock,Apartment Investment and Management Company Class Z Cumulative Preferred Stock,Domestic Equity,2000-01-07,-0.08665098578234677
1714,National Bank of Greece SA Sponsored ADR representing Series A Preferred Shares (Greece),National Bank of Greece SA Sponsored ADR representing Series A Preferred Shares (Greece),Domestic Equity,2012-09-12,0.037614195369131666
1715,Barclays ETN S&P VEQTOR ETN,Barclays ETN S&P VEQTOR ETN,Domestic Equity,2017-08-30,
1716,,Morgan Stanley Cap TR VIII GDT Cap Securities,Domestic Equity,2012-07-08,0.07424101049280639
1717,Santander Consumer USA Holdings Inc. Common Stock,Santander Consumer USA Holdings Inc. Common Stock,Domestic Equity,2007-09-14,0.1759438253980176
1718,iPath Pure Beta Industrial Metals ETN,iPath Pure Beta Industrial Metals ETN,,2000-04-10,-0.0338301228184623
1719,Schwab Fundamental International Small Company Index ETF,Schwab Fundamental International Small Company Index ETF,ETF,2010-08-07,-0.08989923323070084
1720,"Maui Land & Pineapple Company, Inc. Common Stock","Maui Land & Pineapple Company, Inc. Common Stock",Domestic Equity,2000-08-10,-0.11752272643191494
1721,,Lear Corporation Common Stock,Domestic Equity,2006-02-10,0.35333096530894126
1722,China Eastern Airlines Corporation Ltd. Common Stock,China Eastern Airlines Corporation Ltd. Common Stock,Domestic Equity,2012-05-09,-0.06421342308826501
1723,E,"E-Commerce China Dangdang Inc. American Depositary Shares, each representing five Class A common shares",International Equity,2011-06-27,0.04091102511153648
1724,iShares Global 100 ETF,iShares Global 100 ETF,ETF,2019-06-09,0.27433200390577384
1725,Schwab US Aggregate Bond ETF,Schwab US Aggregate Bond ETF,ETF,2019-04-11,-0.16385981985900508
1726,,Illinois Tool Works Inc. Common Stock,International Equity,2013-03-18,-0.022757816024500395
1727,"Darden Restaurants, Inc. Common Stock","Darden Restaurants, Inc. Common Stock",Domestic Equity,2022-07-25,-0.05318732632669467
1728,iShares Enhanced International Small,iShares Enhanced International Small-Cap ETF,ETF,2009-08-25,0.03660962160609353
1729,International Shipholding Corporation PERP PFD SER B,International Shipholding Corporation PERP PFD SER B,,2007-12-18,0.2732934700849644
1730,SPDR S&P 1500 Momentum Tilt ETF,SPDR S&P 1500 Momentum Tilt ETF,,2003-01-26,0.12024043835100799
1731,iStar Financial Inc. Common Stock,iStar Financial Inc. Common Stock,Domestic Equity,2023-01-10,-0.3864169473385819
1732,Ion Geophysical Corporation Common Stock,Ion Geophysical Corporation Common Stock,International Equity,2018-06-30,-0.3054892192154747
1733,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,International Equity,2021-03-19,0.29219894446781425
1734,ProShares UltraPro Financials,ProShares UltraPro Financials,ETF,2013-05-09,-0.10031922005567648
1735,Prudential Public Limited Company 6.50% Perpetual Subordinated Capital Securities Exchangeable at the Issuer's Option Into Non,Prudential Public Limited Company 6.50% Perpetual Subordinated Capital Securities Exchangeable at the Issuer's Option Into Non-Cumulative Dollar Denominated Preference Shares,Domestic Equity,2018-04-23,-0.06548575619795287
1736,Comp En De Mn Cemig ADS American Depositary Shares,Comp En De Mn Cemig ADS American Depositary Shares,Domestic Equity,2012-09-16,0.13431822957882808
1737,Exar Corporation Common Stock,Exar Corporation Common Stock,International Equity,2014-07-02,0.078655142300488
1738,,Timken Steel Corporation Common Shares,International Equity,2006-01-22,-0.1671495544704678
1739,"Affiliated Managers Group, Inc. 5.250% Senior Notes due 2022","Affiliated Managers Group, Inc. 5.250% Senior Notes due 2022",Domestic Equity,2008-01-27,-0.06474505570710717
1740,SPDR MSCI South Korea Quality Mix ETF,SPDR MSCI South Korea Quality Mix ETF,ETF,2006-04-22,0.15217591198475286
1741,"Watsco, Inc. Class B Common Stock","Watsco, Inc. Class B Common Stock",Domestic Equity,2016-09-21,0.26652540559473975
1742,,Deutsche X-trackers MSCI Mexico Hedged Equity ETF,ETF,2004-12-05,0.3348436009646136
1743,iShares California AMT,iShares California AMT-Free Muni Bond ETF,ETF,,0.09851258275768063
1744,"SINOPEC Shangai Petrochemical Company, Ltd. Common Stock","SINOPEC Shangai Petrochemical Company, Ltd. Common Stock",Domestic Equity,2020-11-01,0.166498434710297
1745,iShares Intermediate Credit Bond ETF,iShares Intermediate Credit Bond ETF,ETF,2010-04-25,-0.1962979342844996
1746,Xylem Inc. Common Stock New,Xylem Inc. Common Stock New,,2011-10-04,0.047108703140546875
1747,"Valeant Pharmaceuticals International, Inc.","Valeant Pharmaceuticals International, Inc.",International Equity,2003-12-19,
1748,ZBB Energy Corporation Common Stock,ZBB Energy Corporation Common Stock,Domestic Equity,2015-06-13,0.447060346547086
